y,treatment
47.78727772245883,0
46.70265143270966,0
57.21163031704755,0
51.18578321155405,0
44.52431577121126,0
50.72894866575943,0
53.31357731572625,0
45.916867177052964,0
45.70152303741356,0
49.73729178653907,0
49.4951891593614,0
44.30474203579526,0
51.832498697778504,0
45.81077925093095,0
51.094415192222925,0
45.46657505093059,0
51.497244208680016,0
53.109930666919766,0
51.78849378313666,0
49.46993733082264,0
47.86310334518231,0
48.03065109824709,0
49.537926801011835,0
50.641915799188084,0
49.01840600330056,0
52.11900992278048,0
48.83084005907303,0
42.76158059052301,0
47.1798398785094,0
48.68532461477992,0
51.268508625113064,0
50.66886585860557,0
54.7292261891793,0
54.200301870666564,0
49.816307948131126,0
53.14297120201383,0
44.688832925991214,0
48.5510063285113,0
46.39270865864405,0
40.82567294974386,0
53.35142028871916,0
43.67673730064757,0
54.45285150904978,0
48.23988260773514,0
47.73627510874377,0
49.334839785671896,0
49.65368405120953,0
48.86641241653262,0
47.64087231781839,0
52.83327075936477,0
48.98776312838417,0
48.46204637930226,0
48.575159522569514,0
46.764232093768705,0
52.013091810464005,0
46.31602527543952,0
48.197575805563446,0
47.754790755290664,0
46.197113524317444,0
48.862139915234756,0
52.96738283873967,0
53.95030598654196,0
47.49079534727647,0
52.898125553028024,0
47.94874539015683,0
49.2471845228001,0
44.21026863791285,0
47.552160061999786,0
48.09076456684212,0
48.500950039505,0
50.153728929977795,0
45.32843456801047,0
44.252553173327435,0
51.24404566022681,0
49.53011999589484,0
51.37988121214299,0
48.16738383971812,0
50.91725530033631,0
44.55534020678543,0
54.455625479924215,0
47.67795812479095,0
50.05970216714403,0
50.65258907000079,0
51.33703017438391,0
52.22253989603117,0
54.18800801916089,0
53.246846678520455,0
50.40525004659939,0
48.894175737070924,0
51.495044359617005,0
46.51905651728894,0
56.58108567664871,0
44.531565521320054,0
52.93656049094175,0
55.66879154437378,0
49.27565841182927,0
51.97041491293534,0
52.02215932458677,0
52.064202594177566,0
52.99480295734134,0
49.75210257297881,0
46.00484851582851,0
44.01954413510922,0
50.724978729885486,0
45.16998220440216,0
54.71249301086155,0
56.306771232691986,0
50.73197649112811,0
55.04189433268434,0
54.48874151084381,0
50.004088646943735,0
46.52529391461217,0
45.854399167043425,0
46.16051744555898,0
49.22280365885911,0
45.56107455886344,0
50.51285759706289,0
52.375472451767855,0
54.0491608079029,0
46.39623651532195,0
51.60903161610364,0
46.454701750155074,0
48.50460233352027,0
53.618762391641134,0
48.94856583671463,0
49.98756040363701,0
54.13896902276643,0
54.95227003356007,0
48.615368284966216,0
53.633124088710424,0
57.37346385993555,0
51.05153227421995,0
46.95426412885049,0
50.20454732133125,0
48.219826796682085,0
48.79814040927252,0
55.37137259990559,0
51.611361971549314,0
46.48642521438665,0
48.3961057819114,0
49.57784870210555,0
58.88197139885677,0
54.44355439579023,0
50.040705380852245,0
51.62192876811184,0
45.73728598225239,0
57.602696514410134,0
52.233223444047354,0
44.56415543289127,0
45.28721306751349,0
43.96098703166918,0
54.71066511673726,0
38.70850553969721,0
48.15674261272249,0
56.50276026879236,0
59.47622487472537,0
44.77494379602772,0
50.059890411377395,0
53.79622096552578,0
57.54279877848579,0
52.27265118562176,0
50.16078705525245,0
41.01839955269334,0
51.20060328742535,0
51.69004277154206,0
40.86258227892643,0
51.3805508455338,0
51.385040142558765,0
52.04090025984348,0
47.83826543589975,0
49.936745141085915,0
52.31224800824389,0
54.00933015716873,0
46.54156345470821,0
41.28682954711198,0
50.656988621533145,0
45.06284872024204,0
46.23193967344893,0
45.566206303006744,0
40.96028192276517,0
53.474713172145755,0
53.70808901094875,0
48.20280549522762,0
42.37178939761608,0
48.44753094441119,0
52.90505695307213,0
53.99868397531554,0
52.28910056970922,0
54.956874280766776,0
56.86521136154817,0
54.82941773617545,0
48.8403960357849,0
52.15100381257741,0
40.68808334635912,0
50.44882389460449,0
53.13130344965518,0
48.22971529498416,0
45.64793322756855,0
41.15633974977643,0
54.944816427861255,0
45.02135468991915,1
48.07408466853369,1
54.03657094681613,1
52.137658816823915,1
49.06664992677523,1
49.58707467882675,1
54.83824324323811,1
53.77993250653787,1
56.427098217745275,1
51.10277218014448,1
55.92001374674592,1
53.55476498438095,1
47.53522945341661,1
56.109284704229644,1
49.13988213423759,1
52.72930048748072,1
55.50312939673077,1
54.1398978230024,1
54.22406721921057,1
52.404447346420994,1
48.78114270590821,1
49.814583856139826,1
46.436516688546945,1
52.028429587170685,1
49.22253459034259,1
54.76637078723262,1
53.78217655131089,1
47.27211016054435,1
53.04574922916537,1
47.92849932359291,1
51.35816208065756,1
50.112397972257675,1
52.742194325178616,1
54.261206991069216,1
48.28854324290093,1
51.52070119133511,1
51.641233934436215,1
53.94684109934125,1
47.80595849913224,1
56.17052218526817,1
52.435118586818,1
57.514442036720254,1
48.72572134756596,1
50.641309197362524,1
50.69248894567981,1
50.22084508609969,1
52.415166751588636,1
54.33624095341899,1
53.56365105395403,1
55.19341199873,1
48.36236250230084,1
54.907562795402946,1
51.27035468647049,1
45.41461777908029,1
53.37019900936311,1
55.09371243505368,1
49.481656121457185,1
53.02775701574818,1
51.58723459698115,1
50.761486750228464,1
53.95888733534134,1
51.70192744057074,1
55.47231636768501,1
55.255344500300886,1
44.217831243971354,1
56.07811456871631,1
48.91770220431792,1
47.6764115775788,1
54.58005313965289,1
53.453991060963894,1
52.796839395020406,1
57.958951349367545,1
52.18034399823005,1
52.49438430346156,1
52.10122491944049,1
50.70248398612796,1
54.20148666533397,1
49.48074741182762,1
54.26340237334616,1
53.913835014805976,1
55.769400809950135,1
45.99285703635395,1
51.666242459008394,1
49.115038557226434,1
52.447075555417655,1
51.13561016770058,1
52.66295066492804,1
48.916235922329726,1
48.901700810780696,1
49.576367338712345,1
52.568330306339604,1
49.5071220864278,1
51.75573489552466,1
58.01013772848904,1
47.0404430140959,1
53.09205772620967,1
45.480266993506476,1
51.49022497643446,1
53.359366424856624,1
52.96218412177899,1
